Category,Subcategory,Region,State,Date,Product Name,Product ID,Sales,Profit,Discount,Size,Available Quantity,Sold Quantity,Color
Shoes,Heels,North,Florida,2023-02-17,Shoes Heels,2988,305.57,76.04,41.79,L,665,843,Orange
Accessories,Socks,West,California,2022-11-26,Accessories Socks,5570,490.03,109.18,27.41,L,565,840,Purple
Clothes,Trousers,North,Illinois,2022-01-04,Clothes Trousers,5313,249.94,70.91,47.71,XL,654,861,Gray
Shoes,Sandals,North,North Carolina,2022-11-07,Shoes Sandals,1471,356.17,56.61,68.57,S,507,847,Black
Clothes,Trousers,North,Georgia,2023-09-17,Clothes Trousers,4317,148.97,25.85,16.93,L,654,895,Green
Shoes,Tennis Shoes,North,Ohio,2022-01-28,Shoes Tennis Shoes,6327,78.32,9.45,10.79,S,685,814,Orange
Accessories,Headbands,West,Ohio,2022-10-17,Accessories Headbands,4861,301.22,44.11,27.84,M,552,1072,Gray
Shoes,Basketball Shoes,East,North Carolina,2023-04-26,Shoes Basketball Shoes,5578,466.02,124.06,29.63,XL,565,1014,Black
Accessories,Scarves,South,Ohio,2022-08-08,Accessories Scarves,5807,447.31,59.21,78.44,M,552,1008,Gray
Accessories,Headbands,South,California,2023-01-27,Accessories Headbands,9195,34.29,10.23,6.63,XL,637,1078,Blue
Shoes,Sandals,West,Pennsylvania,2023-07-06,Shoes Sandals,1602,361.3,60.56,24.1,XL,508,874,Green
Accessories,Wallets,North,Florida,2023-07-28,Accessories Wallets,8071,479.97,79.05,43.26,L,503,1017,Pink
Accessories,Scarves,West,New York,2022-07-21,Accessories Scarves,9866,489.21,94.13,45.81,S,674,1097,Purple
Shoes,Golf Shoes,West,Pennsylvania,2023-10-25,Shoes Golf Shoes,6825,279.4,80.92,45.33,S,612,1065,Black
Shoes,Hiking Boots,South,California,2023-01-06,Shoes Hiking Boots,4159,231.04,28.77,40.85,L,655,907,Black
Clothes,Blouses,East,New York,2023-05-22,Clothes Blouses,4794,215.83,37.21,25.89,S,688,1080,Green
Clothes,Shirts,West,Michigan,2023-02-02,Clothes Shirts,4986,105.71,15.63,14.77,L,655,810,Orange
Accessories,Socks,West,California,2023-11-23,Accessories Socks,2455,479.13,143.14,46.36,L,634,909,Gray
Shoes,Flats,South,Texas,2023-01-17,Shoes Flats,7430,152.18,19.18,16.9,L,510,1098,Pink
Shoes,Sneakers,North,Texas,2022-04-05,Shoes Sneakers,1265,495.94,73.47,96.79,XL,690,881,Green
Clothes,Shorts,North,Illinois,2023-10-02,Clothes Shorts,9392,234.46,66.17,30.44,L,660,887,Red
Accessories,Belts,North,Michigan,2023-10-19,Accessories Belts,4486,477.14,123.73,41.7,M,670,963,Orange
Shoes,Flats,East,Florida,2023-10-17,Shoes Flats,1672,89.89,17.55,7.67,S,532,1073,Green
Accessories,Necklaces,South,Illinois,2023-07-03,Accessories Necklaces,9365,397.61,119.23,40.91,M,573,956,Green
Clothes,Dresses,East,Texas,2023-03-05,Clothes Dresses,6740,334.57,100.04,65.28,S,662,944,Blue
Clothes,Leggings,North,Georgia,2023-02-02,Clothes Leggings,1758,146.39,30.13,10.04,S,659,1056,Purple
Shoes,Slippers,West,Michigan,2023-03-22,Shoes Slippers,8133,90.45,26.98,9.6,XL,691,969,White
Clothes,Sweaters,West,California,2022-07-31,Clothes Sweaters,8355,58.96,9.55,6.69,L,500,885,White
Clothes,Skirts,West,Florida,2022-08-19,Clothes Skirts,6175,292.39,68.38,34.23,M,643,1002,Green
Accessories,Bags,North,Texas,2023-01-09,Accessories Bags,2982,131.72,15.48,10.64,XL,501,955,Pink
Clothes,Jeans,West,Georgia,2022-12-14,Clothes Jeans,5019,262.24,77.53,29.13,M,660,818,Yellow
Clothes,Hoodies,South,Illinois,2022-09-27,Clothes Hoodies,6857,311.16,58.94,51.71,XL,538,800,Pink
Shoes,Skate Shoes,East,Texas,2022-10-20,Shoes Skate Shoes,5654,358.9,90.52,45.38,M,569,1062,Pink
Accessories,Belts,East,Illinois,2022-08-23,Accessories Belts,2691,15.64,3.06,1.22,M,539,1045,Yellow
Shoes,Skate Shoes,South,Texas,2023-11-27,Shoes Skate Shoes,7206,255.44,74.77,17.65,S,570,1097,Black
Accessories,Scarves,West,Ohio,2023-11-15,Accessories Scarves,9280,118.27,14.03,11.58,S,656,954,Gray
Clothes,Shirts,East,California,2023-01-02,Clothes Shirts,4189,394.25,68.79,74.02,M,671,868,White
Shoes,Running Shoes,South,California,2022-02-27,Shoes Running Shoes,4722,334.56,66.87,19.54,S,651,968,Gray
Accessories,Scarves,East,Pennsylvania,2022-05-12,Accessories Scarves,9553,252.16,38.63,39.68,M,630,997,Yellow
Shoes,Soccer Shoes,East,Texas,2023-07-10,Shoes Soccer Shoes,6230,424.82,52.82,77.55,L,612,831,Gray
Clothes,Sweaters,North,New York,2023-01-17,Clothes Sweaters,8314,79.31,22.46,9.23,XL,558,1071,Gray
Clothes,Underwear,East,Michigan,2022-07-23,Clothes Underwear,4003,51.93,5.4,4.09,XL,671,1023,Orange
Clothes,Dresses,East,Illinois,2023-10-07,Clothes Dresses,2889,44.39,8.58,6.07,XL,615,801,Gray
Clothes,Blouses,North,Michigan,2022-12-28,Clothes Blouses,5092,178.17,36.68,26.68,XL,543,856,Yellow
Accessories,Headbands,South,Florida,2023-10-23,Accessories Headbands,6535,13.33,2.64,0.88,XL,677,863,Yellow
Shoes,Golf Shoes,North,Florida,2023-07-04,Shoes Golf Shoes,1991,491.7,80.5,57.87,S,660,1038,Gray
Shoes,Boots,West,Ohio,2022-01-13,Shoes Boots,9188,15.81,1.93,0.87,M,678,878,Pink
Clothes,Blouses,South,Ohio,2023-04-13,Clothes Blouses,6204,42.3,11.84,2.35,L,669,1079,Purple
Clothes,Underwear,South,New York,2023-03-14,Clothes Underwear,3889,16.48,1.92,1.3,S,560,1061,Red
Accessories,Jewelry,West,North Carolina,2023-05-10,Accessories Jewelry,3461,93.5,25.66,17.57,L,628,836,White
Accessories,Bags,East,North Carolina,2022-02-02,Accessories Bags,3334,328.6,94.79,31.14,M,667,846,White
Shoes,Flats,West,California,2022-05-21,Shoes Flats,7163,62.68,10.88,4.15,XL,571,969,Gray
Accessories,Headbands,East,Michigan,2022-07-27,Accessories Headbands,4424,382.8,70.92,50.95,S,514,1060,Red
Shoes,Running Shoes,North,North Carolina,2022-07-19,Shoes Running Shoes,1845,209.02,47.68,11.23,XL,519,946,Blue
Accessories,Sunglasses,North,Florida,2022-04-18,Accessories Sunglasses,6461,96.18,14.79,9.21,XL,686,1091,Red
Clothes,Suits,North,North Carolina,2023-02-23,Clothes Suits,4950,311.82,73.65,57.56,XL,539,814,Gray
Clothes,Jeans,East,Michigan,2022-02-11,Clothes Jeans,3840,463.87,106.06,89.94,XL,579,998,Red
Clothes,Hoodies,South,Pennsylvania,2022-04-14,Clothes Hoodies,2580,76.73,21.59,8.99,XL,644,879,Black
Clothes,Dresses,East,California,2023-07-01,Clothes Dresses,6091,288.95,42.01,47.66,S,698,809,Blue
Accessories,Necklaces,North,Pennsylvania,2022-05-13,Accessories Necklaces,7046,74.96,8.07,8.15,L,654,822,Black
Clothes,Hoodies,South,New York,2023-03-22,Clothes Hoodies,2891,441.88,85.41,65.82,L,674,1093,Green
Accessories,Watches,East,Michigan,2023-09-24,Accessories Watches,2597,380.07,53.77,49.65,XL,654,910,Yellow
Shoes,Sandals,West,Georgia,2022-07-12,Shoes Sandals,6697,422.62,87.98,32.89,L,633,1069,White
Clothes,Jeans,North,Texas,2023-04-29,Clothes Jeans,9066,131.76,34.73,15.91,L,636,993,Purple
Shoes,Sneakers,West,California,2023-06-28,Shoes Sneakers,2198,285.89,63.07,51.94,L,681,982,White
Accessories,Bags,South,North Carolina,2022-07-27,Accessories Bags,5561,368.18,103.37,49.49,L,675,839,Green
Shoes,Running Shoes,South,Florida,2023-09-10,Shoes Running Shoes,4338,436.42,46.89,44.44,L,520,1039,Pink
Shoes,Skate Shoes,East,Pennsylvania,2022-11-30,Shoes Skate Shoes,9133,282.71,65.4,50.95,M,517,990,Green
Shoes,Heels,North,Michigan,2022-04-11,Shoes Heels,1093,344.0,82.29,55.67,XL,582,837,Gray
Shoes,Soccer Shoes,East,Georgia,2022-07-21,Shoes Soccer Shoes,7997,281.58,63.13,52.32,L,677,994,Purple
Clothes,Blouses,North,Illinois,2023-08-05,Clothes Blouses,1943,126.81,23.22,23.06,XL,650,1058,Blue
Clothes,Trousers,West,Florida,2023-11-15,Clothes Trousers,1790,496.72,80.56,35.27,L,601,982,Red
Shoes,Basketball Shoes,South,Pennsylvania,2022-12-09,Shoes Basketball Shoes,2879,343.41,96.1,51.34,M,634,860,Blue
Clothes,Coats,West,New York,2023-07-10,Clothes Coats,3881,247.08,36.75,12.54,S,679,1011,Black
Clothes,Sweaters,South,North Carolina,2023-01-08,Clothes Sweaters,1734,393.41,77.03,57.22,L,615,975,White
Shoes,Cycling Shoes,West,Florida,2023-10-14,Shoes Cycling Shoes,5537,383.05,52.09,47.4,XL,694,1075,Purple
Clothes,Skirts,West,Georgia,2023-10-27,Clothes Skirts,4754,204.82,51.38,34.95,S,634,937,Blue
Accessories,Gloves,West,North Carolina,2022-10-21,Accessories Gloves,7815,100.07,19.46,5.97,S,626,874,Pink
Clothes,Shorts,East,Ohio,2022-07-26,Clothes Shorts,5892,384.87,84.11,29.33,L,593,900,Purple
Accessories,Jewelry,East,Georgia,2022-09-04,Accessories Jewelry,8260,83.01,22.52,11.1,L,624,854,Black
Accessories,Jewelry,East,North Carolina,2023-12-11,Accessories Jewelry,1102,396.92,88.63,59.23,M,685,978,Red
Clothes,Suits,West,Illinois,2023-11-16,Clothes Suits,9294,348.69,102.08,26.35,L,581,894,Orange
Accessories,Hats,East,Ohio,2022-01-05,Accessories Hats,9556,379.11,46.55,55.35,XL,660,935,Blue
Shoes,Running Shoes,East,Florida,2022-11-10,Shoes Running Shoes,7711,105.23,30.24,8.39,M,638,929,Black
Accessories,Keychains,East,Illinois,2023-07-11,Accessories Keychains,6571,295.21,47.64,47.34,M,632,839,Purple
Clothes,Pajamas,North,Texas,2023-01-16,Clothes Pajamas,6462,424.98,67.4,72.72,S,650,860,White
Clothes,Sweaters,South,North Carolina,2023-09-05,Clothes Sweaters,9382,245.64,56.17,30.91,S,613,971,Black
Accessories,Hats,East,New York,2022-06-08,Accessories Hats,2508,239.74,44.46,33.44,S,536,1032,Purple
Accessories,Belts,East,Ohio,2022-08-06,Accessories Belts,1496,330.45,60.39,34.35,M,543,925,Orange
Clothes,Skirts,West,Michigan,2023-07-16,Clothes Skirts,3187,388.54,71.95,64.92,L,577,973,Gray
Shoes,Soccer Shoes,North,New York,2023-05-31,Shoes Soccer Shoes,8237,242.75,43.03,20.61,L,596,1087,Green
Accessories,Watches,South,Florida,2022-02-17,Accessories Watches,9429,35.18,7.74,5.23,L,533,1018,Orange
Accessories,Wallets,East,Florida,2023-06-11,Accessories Wallets,4554,81.9,15.2,13.93,S,619,913,White
Clothes,Jeans,West,Ohio,2023-10-16,Clothes Jeans,4122,435.92,50.51,39.84,XL,600,1082,Black
Clothes,Hoodies,East,New York,2022-05-10,Clothes Hoodies,6680,473.33,77.7,41.12,L,517,982,White
Shoes,Cycling Shoes,South,New York,2023-06-26,Shoes Cycling Shoes,6300,131.41,14.73,7.61,L,504,980,Purple
Accessories,Hats,West,California,2023-05-07,Accessories Hats,6129,357.0,47.27,65.44,M,515,984,Orange
Clothes,Shorts,North,Illinois,2023-12-22,Clothes Shorts,6139,308.36,67.36,40.66,M,567,917,White
Clothes,Suits,West,Texas,2022-01-18,Clothes Suits,1612,61.5,10.1,8.99,XL,684,1061,Black
Accessories,Sunglasses,West,North Carolina,2023-03-03,Accessories Sunglasses,7748,308.56,69.05,41.87,M,525,1047,Orange
Shoes,Sandals,North,California,2022-09-11,Shoes Sandals,2362,433.69,54.73,58.87,L,526,994,Pink
Shoes,Soccer Shoes,East,Illinois,2023-01-17,Shoes Soccer Shoes,3701,164.57,37.91,17.57,S,638,1080,Yellow
Shoes,Sneakers,North,North Carolina,2022-05-27,Shoes Sneakers,2338,176.39,41.82,33.46,M,518,860,Yellow
Accessories,Necklaces,East,Ohio,2023-12-01,Accessories Necklaces,9201,172.55,43.72,27.97,S,671,809,Yellow
Accessories,Sunglasses,South,Georgia,2023-09-17,Accessories Sunglasses,4806,240.22,56.42,42.78,S,650,936,Black
Clothes,Shorts,East,Texas,2023-03-31,Clothes Shorts,8673,396.99,90.46,45.71,M,591,821,Pink
Accessories,Ties,West,Pennsylvania,2023-12-10,Accessories Ties,4084,81.13,20.06,10.83,L,513,871,Green
Shoes,Boots,North,Michigan,2023-05-24,Shoes Boots,7280,77.38,14.03,8.57,S,519,979,Orange
Accessories,Hats,West,Texas,2022-04-17,Accessories Hats,9683,447.59,82.58,46.25,XL,548,816,Orange
Accessories,Bags,West,Michigan,2023-12-05,Accessories Bags,2920,103.78,24.09,6.19,M,532,973,Gray
Clothes,Jeans,East,Texas,2023-05-27,Clothes Jeans,2848,487.97,99.02,44.75,L,508,1053,Red
Clothes,Pajamas,North,Texas,2022-12-29,Clothes Pajamas,5712,333.22,33.63,32.59,M,630,866,Yellow
Shoes,Tennis Shoes,West,Pennsylvania,2023-08-03,Shoes Tennis Shoes,2727,208.58,57.17,33.78,S,655,1009,Pink
Shoes,Heels,South,Michigan,2023-07-08,Shoes Heels,6141,333.28,67.72,36.79,XL,690,854,Purple
Shoes,Sneakers,West,Florida,2023-10-12,Shoes Sneakers,3287,10.71,1.8,0.54,L,564,1036,Purple
Accessories,Jewelry,North,Illinois,2023-04-29,Accessories Jewelry,3686,229.85,54.11,25.87,S,580,1045,Pink
Accessories,Headbands,North,California,2023-01-25,Accessories Headbands,5499,112.17,30.51,21.94,XL,661,867,Yellow
Clothes,Leggings,East,Michigan,2023-08-20,Clothes Leggings,1765,296.24,71.15,47.92,S,590,1004,Red
Clothes,Blouses,West,Michigan,2023-02-05,Clothes Blouses,2353,149.13,16.19,28.09,L,683,964,Purple
Shoes,Running Shoes,East,Pennsylvania,2023-01-30,Shoes Running Shoes,1015,480.49,68.45,42.18,M,636,821,Pink
Clothes,Sweaters,East,Illinois,2023-09-09,Clothes Sweaters,6559,175.81,29.91,11.31,XL,523,1014,Pink
Shoes,Sandals,North,Michigan,2023-02-19,Shoes Sandals,7173,55.6,11.36,7.25,L,517,1014,White
Shoes,Sneakers,South,Texas,2023-09-23,Shoes Sneakers,6785,20.15,5.58,4.02,S,564,1100,Pink
Accessories,Gloves,South,Michigan,2022-04-12,Accessories Gloves,4804,479.2,112.96,43.7,L,579,975,Pink
Shoes,Boots,East,New York,2023-03-25,Shoes Boots,8426,106.58,28.79,9.43,XL,606,846,Gray
Accessories,Wallets,East,Texas,2022-10-02,Accessories Wallets,6214,321.58,83.26,43.88,M,563,836,Yellow
Clothes,Leggings,West,Texas,2023-08-20,Clothes Leggings,1625,224.29,26.61,16.26,S,693,1006,Green
Clothes,Coats,East,Ohio,2022-07-12,Clothes Coats,1672,77.55,17.27,10.21,L,611,923,White
Accessories,Wallets,South,Illinois,2022-02-10,Accessories Wallets,7310,365.56,52.65,67.33,L,542,857,Red
Accessories,Belts,North,Florida,2022-12-27,Accessories Belts,7784,121.37,24.59,22.36,M,568,847,Green
Clothes,Hoodies,North,Ohio,2022-05-07,Clothes Hoodies,7915,484.22,73.56,74.87,L,664,887,Green
Clothes,Dresses,East,Illinois,2023-05-18,Clothes Dresses,5625,349.98,45.8,34.61,S,598,950,Blue
Clothes,Jackets,North,Georgia,2022-05-09,Clothes Jackets,9504,81.75,23.1,14.14,M,585,926,White
Shoes,Soccer Shoes,East,New York,2023-01-29,Shoes Soccer Shoes,7776,83.26,9.41,4.26,XL,666,887,Green
Shoes,Sneakers,West,Illinois,2022-02-11,Shoes Sneakers,4500,312.94,72.77,21.14,M,588,863,Green
Clothes,Trousers,North,Pennsylvania,2023-09-20,Clothes Trousers,7930,41.4,10.36,2.84,S,604,1030,Blue
Clothes,Trousers,South,Florida,2023-10-28,Clothes Trousers,9077,118.91,12.82,15.47,M,617,892,Yellow
Clothes,Jackets,North,California,2023-12-06,Clothes Jackets,1728,126.44,28.02,21.95,S,531,848,Orange
Clothes,Sweaters,West,Texas,2023-10-30,Clothes Sweaters,6924,125.27,15.78,10.01,XL,565,973,Purple
Shoes,Running Shoes,East,Ohio,2022-03-23,Shoes Running Shoes,2167,90.51,24.44,14.13,L,557,969,Black
Accessories,Scarves,East,California,2022-09-05,Accessories Scarves,2218,462.15,126.06,82.68,L,532,837,Pink
Accessories,Hats,South,New York,2022-11-05,Accessories Hats,6652,213.08,26.93,36.57,S,642,1080,Yellow
Accessories,Keychains,West,New York,2022-01-25,Accessories Keychains,4283,241.16,41.35,21.22,L,591,1100,Green
Shoes,Hiking Boots,East,Texas,2022-01-06,Shoes Hiking Boots,5226,432.84,51.36,51.06,S,566,809,Red
Accessories,Belts,South,North Carolina,2022-11-08,Accessories Belts,9158,231.54,43.99,24.54,M,539,921,Yellow
Clothes,Skirts,West,Pennsylvania,2022-12-30,Clothes Skirts,2395,240.22,44.89,28.33,M,634,965,Red
Accessories,Ties,North,Illinois,2023-05-29,Accessories Ties,4284,259.52,77.31,32.82,L,591,906,Black
Accessories,Socks,South,Pennsylvania,2023-02-17,Accessories Socks,3982,351.61,89.9,32.65,L,641,897,Black
Accessories,Bags,South,California,2022-11-29,Accessories Bags,8407,473.94,96.17,25.08,M,528,1007,Yellow
Accessories,Ties,West,North Carolina,2023-12-02,Accessories Ties,9492,268.1,37.59,14.5,XL,531,908,Blue
Accessories,Keychains,South,Florida,2022-11-18,Accessories Keychains,2255,493.92,107.52,70.17,S,622,954,Red
Accessories,Ties,North,Pennsylvania,2022-05-23,Accessories Ties,7344,115.04,31.07,22.95,S,653,1022,Gray
Accessories,Jewelry,East,Georgia,2022-12-19,Accessories Jewelry,3225,129.96,28.33,7.95,S,692,1083,Orange
Shoes,Basketball Shoes,North,Georgia,2022-08-23,Shoes Basketball Shoes,5807,424.6,113.02,62.31,XL,501,1097,Gray
Clothes,Skirts,North,Florida,2022-11-06,Clothes Skirts,2327,201.58,40.82,18.57,XL,686,954,White
Clothes,Underwear,North,Texas,2023-08-16,Clothes Underwear,2659,365.64,68.03,28.92,L,618,1079,Yellow
Shoes,Sneakers,West,California,2023-05-16,Shoes Sneakers,3394,247.27,35.49,44.62,S,546,973,Gray
Clothes,Pajamas,West,Texas,2022-08-18,Clothes Pajamas,3403,116.69,15.13,11.45,L,576,817,Blue
Clothes,Trousers,South,Illinois,2022-08-18,Clothes Trousers,8063,425.71,93.55,40.6,M,677,936,Purple
Clothes,Coats,West,Georgia,2022-07-19,Clothes Coats,7145,355.28,62.43,63.31,S,672,978,Orange
Clothes,Pajamas,South,Texas,2023-12-30,Clothes Pajamas,6101,293.32,43.9,48.45,M,559,916,Yellow
Clothes,Jackets,North,Pennsylvania,2023-11-10,Clothes Jackets,2911,64.96,12.61,12.11,L,629,1037,White
Clothes,Suits,West,North Carolina,2023-09-04,Clothes Suits,5671,211.52,46.39,18.48,XL,616,978,Black
Clothes,Trousers,North,Pennsylvania,2022-08-12,Clothes Trousers,9314,355.88,69.74,22.53,M,666,976,Black
Clothes,Dresses,West,Illinois,2023-07-20,Clothes Dresses,5084,260.52,42.43,22.22,L,503,985,Gray
Accessories,Watches,North,California,2022-07-28,Accessories Watches,5736,423.6,80.26,49.02,S,552,1023,Orange
Accessories,Gloves,West,Michigan,2023-01-13,Accessories Gloves,8562,314.68,90.61,34.77,S,661,825,Yellow
Accessories,Jewelry,West,North Carolina,2022-12-24,Accessories Jewelry,2585,129.49,19.18,21.04,L,652,972,White
Accessories,Sunglasses,West,New York,2022-12-13,Accessories Sunglasses,5260,401.47,53.97,58.56,S,683,1089,Pink
Clothes,Skirts,South,California,2023-11-17,Clothes Skirts,9899,168.17,16.89,17.86,M,629,970,Purple
Clothes,Underwear,East,Michigan,2022-04-23,Clothes Underwear,8547,264.35,78.2,22.29,S,582,901,White
Accessories,Bags,North,Texas,2023-05-11,Accessories Bags,3266,202.19,35.31,19.69,XL,694,898,Gray
Accessories,Gloves,South,California,2023-10-27,Accessories Gloves,3024,326.45,57.45,43.09,XL,539,841,Yellow
Accessories,Socks,West,Florida,2023-06-16,Accessories Socks,1740,75.26,11.48,7.89,XL,676,923,Red
Clothes,Dresses,North,North Carolina,2022-05-16,Clothes Dresses,3270,419.74,92.73,59.23,XL,559,854,Orange
Clothes,Dresses,East,New York,2022-10-14,Clothes Dresses,7720,101.8,30.3,7.7,L,627,942,Orange
Shoes,Sneakers,West,New York,2023-04-24,Shoes Sneakers,5344,286.49,76.81,30.57,L,557,1025,Pink
Clothes,Underwear,East,Georgia,2023-05-08,Clothes Underwear,4603,231.21,63.5,14.21,M,575,802,Blue
Clothes,Leggings,East,California,2022-03-14,Clothes Leggings,6762,393.03,40.9,37.08,L,599,996,Yellow
Accessories,Ties,West,New York,2022-04-08,Accessories Ties,9267,81.8,16.09,4.89,XL,516,901,Red
Shoes,Boots,South,New York,2023-02-14,Shoes Boots,8271,398.78,48.13,23.1,XL,683,952,Green
Shoes,Heels,West,Pennsylvania,2023-08-19,Shoes Heels,3236,400.67,113.17,76.17,S,655,894,Gray
Accessories,Headbands,West,New York,2022-07-05,Accessories Headbands,1688,324.95,52.51,64.41,L,647,1018,Pink
Accessories,Umbrellas,West,Georgia,2023-07-15,Accessories Umbrellas,2014,256.54,74.99,22.68,XL,623,875,Gray
Shoes,Sandals,North,Pennsylvania,2022-11-16,Shoes Sandals,1736,372.46,92.38,70.05,M,603,850,Yellow
Shoes,Tennis Shoes,West,New York,2023-12-05,Shoes Tennis Shoes,3643,155.37,31.43,26.9,XL,643,874,Pink
Shoes,Running Shoes,East,Texas,2023-04-06,Shoes Running Shoes,5488,193.03,54.35,15.26,M,604,984,Yellow
Accessories,Ties,East,Florida,2022-09-25,Accessories Ties,5659,211.1,43.38,11.48,S,629,899,Green
Shoes,Cycling Shoes,West,New York,2022-01-30,Shoes Cycling Shoes,5932,153.89,19.85,28.81,M,512,1099,Purple
Accessories,Hats,East,Georgia,2022-07-12,Accessories Hats,6072,202.66,48.23,28.28,S,610,1078,Blue
Clothes,Pajamas,North,Ohio,2022-01-07,Clothes Pajamas,8576,85.77,14.39,9.15,M,650,1041,Pink
Clothes,Blouses,South,Florida,2023-12-02,Clothes Blouses,3900,481.76,69.86,27.97,M,637,862,Yellow
Clothes,Dresses,West,New York,2023-01-30,Clothes Dresses,3874,456.86,118.0,48.39,S,527,1060,Orange
Accessories,Headbands,South,Georgia,2023-03-10,Accessories Headbands,2157,319.94,69.37,24.31,L,618,864,Red
Clothes,Leggings,East,Texas,2022-05-04,Clothes Leggings,5922,296.87,80.62,57.89,XL,572,880,Red
Clothes,Trousers,North,Illinois,2023-06-05,Clothes Trousers,1511,327.2,40.56,61.9,M,631,959,Black
Accessories,Jewelry,South,California,2023-05-31,Accessories Jewelry,9467,147.48,26.67,27.55,S,525,1003,Purple
Clothes,Shirts,West,California,2022-10-27,Clothes Shirts,8780,270.89,73.04,44.08,XL,550,917,Red
Accessories,Gloves,West,Ohio,2023-05-18,Accessories Gloves,4376,409.19,100.52,55.75,XL,659,1017,Purple
Accessories,Necklaces,East,Illinois,2022-02-28,Accessories Necklaces,1636,486.49,140.9,38.52,L,657,1097,Orange
Shoes,Hiking Boots,West,Pennsylvania,2023-08-04,Shoes Hiking Boots,2349,196.15,21.64,30.56,XL,599,886,Green
Shoes,Soccer Shoes,South,Ohio,2022-04-07,Shoes Soccer Shoes,5650,207.05,31.82,36.52,M,571,908,Yellow
Clothes,Skirts,West,Florida,2022-12-02,Clothes Skirts,2291,413.41,70.6,55.27,S,528,886,Blue
Clothes,Dresses,East,Michigan,2023-05-30,Clothes Dresses,1012,271.27,72.99,51.92,L,576,1081,Pink
Shoes,Running Shoes,South,Pennsylvania,2023-10-02,Shoes Running Shoes,7371,180.32,39.36,20.47,XL,604,1093,Blue
Shoes,Hiking Boots,West,Illinois,2023-06-05,Shoes Hiking Boots,8057,193.34,27.97,20.34,L,511,1024,Black
Accessories,Bags,West,Michigan,2022-12-10,Accessories Bags,1101,226.46,43.95,29.14,M,679,927,Purple
Clothes,Coats,East,California,2023-06-09,Clothes Coats,6461,24.47,4.78,3.18,L,523,984,Gray
Shoes,Heels,South,New York,2022-05-06,Shoes Heels,8627,397.74,88.27,78.24,L,699,1070,White
Accessories,Belts,East,New York,2023-06-03,Accessories Belts,9904,229.54,30.13,26.31,M,678,1062,White
Clothes,Trousers,South,New York,2022-06-23,Clothes Trousers,4551,45.4,5.62,3.53,M,603,969,Gray
Clothes,Jeans,East,New York,2022-08-04,Clothes Jeans,3657,127.86,36.58,21.66,M,553,875,Gray
Clothes,Blouses,South,Illinois,2023-05-11,Clothes Blouses,2795,408.15,101.19,30.53,XL,546,870,Blue
Clothes,Suits,East,Michigan,2023-12-30,Clothes Suits,6129,436.74,113.65,61.07,M,697,825,Green
